rid,start,finish,answer_duration,ip,client_type,Q1,Q1_分中心编码,Q1_分中心,Q4__1,Q5__1,Q6,Q7,Q13,Q8__1,Q8__2,Q8__3,Q8__4,Q8__5,Q8__6,Q4__1__open2,Q5__1__open2,Q8__6__open,Q9__1,Q9__2,Q10__1,Q10__2,Q11__1,Q11__2,Q12__1,Q12__2,Q4__1_题项,Q5__1_题项,Q8__1_题项,Q8__2_题项,Q8__3_题项,Q8__4_题项,Q8__5_题项,Q8__6_题项,Q6_编码本选项文本,Q7_编码本选项文本,Q13_编码本选项文本,Q9__1_编码本选项文本,Q10__1_编码本选项文本,Q11__1_编码本选项文本,Q12__1_编码本选项文本
1533898,2026-04-10 13:45:04,2026-04-10 13:52:36,7分31秒,27.185.2.203,pc,18,18,石家庄,5,3,2,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,,质疑线上课程的学习效果，跟盯情况，课上及课后管理,,无,高考总复习的内容支持,无,无,无,年龄段尽可能细分,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,比较及时,,,,
1533904,2026-04-10 17:39:42,2026-04-10 17:42:37,2分54秒,27.191.198.125,pc,34,34,唐山,5,5,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,符合全国高考生,无,pk其他机构报过班好用,无,好,无,好,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1533911,2026-04-11 09:49:54,2026-04-11 09:51:34,1分40秒,122.97.154.137,pc,21,21,苏州,5,5,2,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,专业,课时,专业,增加课时,专业,增加课时,专业,增加课时,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,比较及时,,,,
1533918,2026-04-12 11:36:42,2026-04-12 11:38:35,1分52秒,61.135.212.183,pc,2,2,北京,5,5,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,符合需求,认可度较高,,暂无,暂无,暂无,暂无,暂无,暂无,暂无,暂无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1533920,2026-04-12 22:14:06,2026-04-12 22:17:03,2分56秒,223.11.94.211,Android,20,20,太原,5,3,2,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,,太贵,,暂无,暂无,到N1/N2打包后客户成交单价上来了,再加一些口语陪练课程搭配,暂无,暂无,暂无,暂无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,一般,一般,,,,
1533927,2026-04-13 12:11:04,2026-04-13 12:13:32,2分28秒,111.55.24.28,iPhone,18,18,石家庄,5,5,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,暂无,暂无,暂无,价格可根据各地市场情况进行及时调整,暂无,暂无,暂无,暂无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1533928,2026-04-13 13:15:35,2026-04-13 13:17:31,1分55秒,122.227.181.106,pc,41,41,宁波,5,5,1,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,无,无,无,无,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,比较及时,非常及时,,,,
1533929,2026-04-13 14:02:19,2026-04-13 14:05:38,3分18秒,39.144.145.171,iPhone,24,24,昆明,4,4,2,4.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,无,课时太少,无,课时太少,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,不太及时,比较及时,,,,
1533930,2026-04-13 14:04:54,2026-04-13 14:07:12,2分18秒,121.235.65.162,pc,28,28,无锡,5,5,2,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,无,无,无,无,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,比较及时,,,,
1533931,2026-04-13 14:06:02,2026-04-13 14:12:53,6分50秒,175.169.89.69,iPhone,14,14,沈阳,4,4,1,3.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,,对学习方式基本符合，考级基本可以通过,,可以把每年高考的成果展示做很好宣传,日语高考建议给更多培训支持,根据市场竞品，给出更多培训,比如樱花，新航道等各地区都有机构给出竞品培训,可以扩大年龄段，比如初一初二也有可以课时拉长培训,给出初中生一周一次新开班,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,一般,一般,,,,
1533932,2026-04-13 14:06:11,2026-04-13 14:13:54,7分43秒,175.169.89.69,Android,14,14,沈阳,5,5,1,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,暂无,暂无,暂无,暂无,暂无,暂无,暂无,暂无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,比较及时,比较及时,,,,
1533933,2026-04-13 14:11:09,2026-04-14 10:40:07,20时28分58秒,60.208.101.226,pc,16,16,济南,5,5,2,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,产品涉及搭配比较合理,不好成班,无,无,无,年龄段是否可以设置涵盖到13岁左右的孩子,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,比较及时,,,,
1533934,2026-04-13 14:17:58,2026-04-13 14:21:51,3分52秒,43.250.245.55,iPhone,14,14,沈阳,5,5,2,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,目前产品比较风度,想要平日脱产班,小程度设计趣味性强,练习册和教材进度不匹配，需要改进,都挺好,暂无,挺好,暂无#,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,比较及时,,,,
1533935,2026-04-13 14:23:22,2026-04-13 14:35:35,12分12秒,220.168.106.51,iPhone,19,19,长沙,2,4,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,《完全日语教程》这套教材在实际教学中并不好用。特别是高考需求的学生，更不适合用这套教科书。,,教材,无,建议【志高】产品换教学使用的主教材，推荐使用《大家的日本语》。可以有N5至N3+高考冲刺/N5至N2+高考冲刺两套产品。,无,无,课程很适合低龄的小朋友,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,比较及时,,,,
1533936,2026-04-13 14:23:59,2026-04-13 14:26:38,2分38秒,175.167.131.102,iPhone,14,14,沈阳,5,5,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,好,无,好,无,好,无,好,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1533938,2026-04-13 14:35:48,2026-04-13 16:06:05,1时30分16秒,36.32.0.68,pc,8,8,合肥,5,5,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,很贴近客户需求,暂无,无,无,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1533939,2026-04-13 14:44:48,2026-04-13 14:51:42,6分54秒,113.204.4.90,iPhone,3,3,重庆,5,5,2,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,目前学生的反馈都是挺好的,挺好的,对于留学的学生还是非常匹配的，学生合格率也比较高,暂无建议,整体比较好,增加更多去趣味性的日语，让年龄小的学生也能学习,暂无,暂无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,非常及时,,,,
1533940,2026-04-13 14:54:09,2026-04-13 14:59:36,5分26秒,112.32.2.122,iPhone,8,8,合肥,4,4,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,课程设置贴合学生需求，紧跟政策,暂无建议,内容很完善,暂无建议,产品很全，贴合大部分学生需求,暂无建议,课程内容丰富，性价比高,暂无建议,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1533941,2026-04-13 14:55:23,2026-04-13 15:00:43,5分19秒,218.23.116.53,pc,8,8,合肥,4,4,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,留学或者有考级需求学生，比较能接受,高考日语学生不太能坚持,暂无,高考日语学生 学了N5阶段 ，出现退费多，学不下去情况多，普遍觉得难,比较符合留学和考级需求学生,暂无,暂无,暂无,暂无,暂无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,比较及时,非常及时,,,,
1533943,2026-04-13 15:09:48,2026-04-13 15:13:00,3分11秒,220.168.106.51,pc,19,19,长沙,4,4,2,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,一般,一般,一般,一般,一般,一般,一般,一般,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,一般,比较及时,,,,
1533944,2026-04-13 15:10:32,2026-04-13 15:12:32,1分59秒,124.117.222.66,pc,25,25,乌鲁木齐,5,5,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,无,,,无,无,无,无,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1533946,2026-04-13 15:30:04,2026-04-13 15:32:38,2分34秒,112.17.242.119,iPhone,8,8,合肥,5,5,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,无,无,无,无,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1533947,2026-04-13 15:30:11,2026-04-13 15:38:32,8分20秒,61.183.140.66,pc,7,7,武汉,5,5,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,无,无,有更多单天的设班，能满足高中生的时间选择,挺好的，课程很全面,无,开年后报稚趣的课程还邮寄了教辅资料,试听的时间能够多元化，有的学生周末补课时间已固定，刚好和固定体验课时间一致，无法匹配试听和上课,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1533951,2026-04-13 15:42:01,2026-04-13 15:44:22,2分21秒,61.136.145.25,pc,40,40,宜昌,5,5,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,符合客户的需求,无,无,无,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1533952,2026-04-13 15:47:19,2026-04-13 16:16:32,29分13秒,183.246.89.214,pc,38,38,温州,5,4,2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,好,资料太难找了，可以更清晰可下载,好,资料路径更清晰，产品找不到,好,好,好,好,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,非常及时,非常及时,,,,
1533953,2026-04-13 16:10:17,2026-04-13 16:12:15,1分57秒,60.208.101.226,pc,16,16,济南,4,4,2,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,,,后期跟进,暂无,暂无,暂无,暂无,暂无,暂无,暂无,暂无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,比较及时,,,,
1533956,2026-04-13 16:15:02,2026-04-13 16:17:15,2分13秒,42.94.212.37,pc,36,36,兰州,5,5,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,无,无,无,无,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1533957,2026-04-13 16:19:49,2026-04-13 16:22:55,3分6秒,39.144.210.114,Android,36,36,兰州,5,5,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,整体体系非常完善,无,无,无,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1533958,2026-04-13 16:25:06,2026-04-13 16:30:15,5分9秒,163.125.188.228,Android,11,11,深圳,4,4,2,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,重读服务有吸引力，转日语一般是语言比较薄弱的学生,高考复习班和刷题班是否客观安排一对一?通识阶段建议有对应的高考方向专项练习给到学生，需要标准化,留学、考级学生产品很适合,增加标准统一的模考环节,暂无,暂无,暂无,暂无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,一般,比较及时,,,,
1533959,2026-04-13 16:27:21,2026-04-13 16:32:31,5分10秒,61.135.212.183,pc,43,43,总部在线,5,5,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,/,包含内容已经很充分了,需要充实提分,/,/,可以抓到孩子们的兴趣点，家长续班意愿相对较高,/,/,/,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,非常及时,非常及时,,,,
1533960,2026-04-13 16:32:45,2026-04-13 16:38:35,5分49秒,10.149.161.57,pc,11,11,深圳,4,3,2,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,,学员反馈课程进度太快、学习效果一般、学生词汇不佳,价格,全程规划清晰明了,关注学员学习效果和出分情况,全程规划清晰明了,学员通过率,课程细致,外化、课堂互动、提升孩子兴趣,满意,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,比较及时,,,,
1533965,2026-04-13 17:09:26,2026-04-13 17:14:25,4分58秒,119.98.136.227,pc,7,7,武汉,3,3,2,3.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,针对有些客户，没有合适的班型，也组不起班，提需组班困难,对品牌认可度是有的，但是觉得价格虚高,,无,设班需要多些，提需凑人非常影响签约推进,无,无,无,无,想法很好,实操和介绍过复杂，客户觉得选课，轮播并没有非常灵活性,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,一般,不太及时,,,,
1533966,2026-04-13 17:14:43,2026-04-13 17:20:30,5分46秒,223.104.40.140,iPhone,43,43,总部在线,5,5,2,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,无,无,无,无,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,比较及时,,,,
1533967,2026-04-13 17:45:01,2026-04-13 17:50:39,5分38秒,180.154.69.34,iPhone,1,1,上海,3,3,3,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,兴趣类人群匹配度不高,出分效果是关键,,产品的基本框架比较合理,提供更多组合可能,对于二三层级公司的作用明显,需要更多的组合搭配 和出分案例,填补了该年龄段的产品空白,需要更细的年龄分层,设计的初衷很好,针对不同兴趣点的细分设计,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,一般,一般,比较及时,,,,
1533969,2026-04-13 17:56:02,2026-04-13 17:58:02,1分59秒,218.93.120.254,pc,31,31,常州,5,4,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,嗯,,,觉得挺符合的,没啥建议,觉得挺好的,没啥,符合低领需求,太贵,挺好的,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1533973,2026-04-13 17:58:14,2026-04-13 18:02:04,3分49秒,218.93.120.254,pc,31,31,常州,5,5,3,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,线上课服务很细致,提前有一些预习资料,无,无,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,一般,比较及时,比较及时,,,,
1533999,2026-04-14 09:24:42,2026-04-14 09:26:36,1分54秒,220.197.191.152,iPhone,39,39,贵阳,5,4,2,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,暂无,/,/,/,/,/,/,/,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,非常及时,,,,
1534000,2026-04-14 09:26:05,2026-04-14 09:27:50,1分44秒,27.185.2.203,pc,18,18,石家庄,4,4,2,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,无,无,无,无,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,一般,比较及时,,,,
1534001,2026-04-14 09:26:16,2026-04-14 09:29:31,3分14秒,27.185.2.203,pc,18,18,石家庄,5,5,3,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,无,无,无,无,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,一般,非常及时,非常及时,,,,
1534002,2026-04-14 09:26:20,2026-04-14 09:28:57,2分36秒,222.85.201.166,pc,39,39,贵阳,5,5,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,客户很满意,认可度高,,很好,无,很好,无,非常好,没有,很好,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1534004,2026-04-14 09:36:42,2026-04-14 09:38:36,1分54秒,183.246.89.214,pc,38,38,温州,5,5,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,很好,无,很好,无,很好,无,很好,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1534005,2026-04-14 09:37:45,2026-04-14 09:42:54,5分9秒,58.248.66.54,pc,6,6,广州,4,5,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,具有普适性,高考班太少,与时俱进,班型可更灵活,适合小朋友,周期太长,拓展了低端市场,产品矩阵可更简化,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1534008,2026-04-14 09:42:24,2026-04-14 09:57:55,15分31秒,113.204.4.90,iPhone,3,3,重庆,5,4,1,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,课程构成还是比较好 N5➕N4➕N3➕冲刺,都还挺好,挺好,挺好,都还不错,后期组班还是有点困难,都还不错,都还不错,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,一般,比较及时,,,,
1534010,2026-04-14 10:44:57,2026-04-14 10:47:54,2分56秒,10.2.162.54,pc,43,43,总部在线,5,5,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,目前没有接触到日语学生，无太多建议,目前没有接触到日语学生，无太多建议,无,无,无,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1534014,2026-04-14 11:21:21,2026-04-14 11:28:57,7分35秒,58.17.24.58,iPhone,22,22,南昌,5,5,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,10分,学管专属课程规划要提升，关注不高,,课程对标明确,学管服务，时间规划等跟盯要及时,对标明确,也是学管跟盯要及时,课程非常好,给199试听3次课程,对标明确,挺好,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1534016,2026-04-14 11:36:24,2026-04-14 11:38:29,2分5秒,58.17.24.58,pc,22,22,南昌,5,5,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,很好,很好,,很好,无,很好,无,很好,无,很好,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1534020,2026-04-14 13:51:43,2026-04-14 13:59:50,8分7秒,183.246.89.214,pc,38,38,温州,4,4,3,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,课程丰富,无,课程内容丰富,无,内容符合年纪,无,价格实惠,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,一般,一般,一般,,,,
1534021,2026-04-14 14:52:59,2026-04-14 14:55:09,2分10秒,60.208.101.226,pc,16,16,济南,3,3,3,4.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,课程单一，时间短，学习压力大,课程密集，学生学起来压力大,,无,无,无,优惠一些吧,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,一般,不太及时,一般,,,,
1534026,2026-04-14 15:37:12,2026-04-14 15:40:20,3分7秒,222.85.201.166,pc,39,39,贵阳,5,5,2,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,不错,不错,,越来越好,越来越好,越来越好,越来越好,越来越好,越来越好,越来越好,越来越好,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,比较及时,,,,
1534027,2026-04-14 16:36:22,2026-04-14 16:38:12,1分50秒,58.255.39.18,pc,42,42,东莞,5,5,3,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,挺好的,暂无,挺好的,暂无,挺好的,暂无,挺好的,暂无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,一般,比较及时,非常及时,,,,
1534028,2026-04-14 17:04:00,2026-04-14 17:06:45,2分45秒,221.226.188.206,pc,5,5,南京,4,4,2,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,很好用,高考项目可以有个0-n2+高考备考班课 ,很好用,无,好,无,好,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,比较及时,,,,
1534029,2026-04-14 18:56:06,2026-04-14 18:58:26,2分19秒,27.191.198.125,pc,34,34,唐山,5,5,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,无,无,无,无,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1534030,2026-04-14 18:58:29,2026-04-14 19:02:38,4分9秒,10.2.150.106,pc,43,43,总部在线,3,3,2,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,总体价格偏高,认可度一般，市面上日语产品比较官方，可选择性非常多，大部分地区线下课和我们线上课价格一致,,结构合理,还需要突出性价比,1,1,1,1,1,日语产品种类过多，没有什么意思，建议精简各类产品，统一标准，标化不是每个群体一个产品,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,比较及时,,表扬,表扬,表扬
